Model ID,Unofficial Name,Render,Type 4s,Type 4 Count,BMDs
0x6ec7a7f2,generator_fan,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199, 0xcf3101c0",5,"3271020.bmd@15, 7931836.bmd@0, 10265108.bmd@7, 11511040.bmd@0, 12826676.bmd@9"
0x6ecbf5d1,,,"0x0d7b0603, 0xcf3101c0, 0xe75f20a4, 0xf3683016, 0xf973b84f",5,"3271020.bmd@18, 8935020.bmd@13, 9088136.bmd@5, 10503564.bmd@7, 13572780.bmd@15"
0x9581b950,,,"0x8bda53ba, 0xaf7abe2a, 0xcf3101c0, 0xed44a8fd, 0xf3683016",5,"3271020.bmd@26, 5668812.bmd@23, 7683864.bmd@3, 10503564.bmd@13, 12912648.bmd@13"
0x98622745,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199, 0xaf7abe2a, 0xcf3101c0",6,"3271020.bmd@9, 5668812.bmd@3, 7931836.bmd@3, 10265108.bmd@13, 11511040.bmd@3, 12826676.bmd@5"
0xbf42caac,screwdriver,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199, 0xcf3101c0",5,"3271020.bmd@16, 7931836.bmd@5, 10265108.bmd@6, 11511040.bmd@5, 12826676.bmd@7"
0xd1cae624,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199, 0xcf3101c0",5,"3271020.bmd@14, 7931836.bmd@4, 10265108.bmd@5, 11511040.bmd@4, 12826676.bmd@6"
0xe140620e,pickup_screwdriver,,"0x194c16b1, 0x9e257199, 0xcf3101c0",3,"3271020.bmd@17, 11511040.bmd@6, 12826676.bmd@8"
0xed360b71,,,0xcf3101c0,1,3271020.bmd@25
0x1989dc45,,,"0x8bda53ba, 0xaf7abe2a, 0xed44a8fd",3,"5668812.bmd@24, 7683864.bmd@2, 12912648.bmd@12"
0x2078d870,,,"0x13579ee8, 0x6036478c, 0x943ef9c0, 0xaf7abe2a",4,"5668812.bmd@25, 9947992.bmd@6, 10161640.bmd@10, 13664580.bmd@13"
0x34a1cc48,magic_Rabbit,,"0xaf7abe2a, 0xdbda86ad",2,"5668812.bmd@9, 8502604.bmd@0"
0xf6c2fed0,pickup_clothes,,0x8bda53ba,1,7683864.bmd@6
0x3cb8e6d5,pickup_drum,,0xc52a8999,1,7849040.bmd@11
0x0d7bc808,,,"0x1f42a7ec, 0x6036478c",2,"7931836.bmd@11, 10161640.bmd@6"
0x70844930,,,"0x1f42a7ec, 0x6036478c",2,"7931836.bmd@10, 10161640.bmd@5"
0x4b28c329,drake_bandmate_drummer,,"0x6202993f, 0x640c2862, 0x721e672a, 0xe56bfe17, 0xf973b84f",5,"8014292.bmd@2, 8935020.bmd@20, 11000524.bmd@2, 12009072.bmd@2, 12577348.bmd@2"
0x5b7f2540,drake_bandmate_guitar,,"0x6202993f, 0x640c2862, 0x721e672a, 0xe56bfe17, 0xf973b84f",5,"8014292.bmd@3, 8935020.bmd@21, 11000524.bmd@3, 12009072.bmd@3, 12577348.bmd@3"
0xa405db5e,,,0xc52a8999,1,8362104.bmd@54
0xeb4f8f54,science_classroom,,0xc52a8999,1,8362104.bmd@17
0x760bb013,,,0xed44a8fd,1,8583196.bmd@29
0xbfc69b4c,fountain_pool,,0xed44a8fd,1,8583196.bmd@15
0xc14b10d7,,,0xed44a8fd,1,8583196.bmd@16
0xeb13d295,,,0xed44a8fd,1,8583196.bmd@3
0x65c2b6ab,,,0x81c1dbe3,1,9772676.bmd@42
0x9f562e8d,fountain_trees,,"0x6a2dcfd5, 0x81c1dbe3",2,"9772676.bmd@38, 11354640.bmd@36"
0x15151c0d,pickup_cowboy_boots,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@11, 13664580.bmd@7"
0x3b8e3a61,pickup_cowboy_duster_coat,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@9, 13664580.bmd@9"
0x477b7081,pickup_cowboy_hat,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@12, 13664580.bmd@4"
0x554d97b9,pickup_lasso,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@10, 13664580.bmd@8"
0x7832ec9d,pickup_checkered_puffy_coat,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@7, 13664580.bmd@6"
0xe4fca5a7,watering_hole,,"0x13579ee8, 0x943ef9c0",2,"9947992.bmd@16, 13664580.bmd@5"
0x1a9ae40b,pickup_brown_suit_jacket,,"0x6a2dcfd5, 0xed44a8fd",2,"11061008.bmd@11, 12912648.bmd@11"
0x1af04702,,,"0x6a2dcfd5, 0xe75f20a4, 0xed44a8fd",3,"11061008.bmd@5, 12912648.bmd@8, 13572780.bmd@7"
0x2fd5336c,pickup_tools,,0x6a2dcfd5,1,11061008.bmd@8
0xeed667bd,pickup_pants,,0x6a2dcfd5,1,11061008.bmd@12
0x490798a6,table_tennis,,0x6a2dcfd5,1,11354640.bmd@26
0xa7582a1a,swimming_pool_large,,0x6a2dcfd5,1,11354640.bmd@32
0xe4e5fc51,swimming_pool_small,,0x6a2dcfd5,1,11354640.bmd@25
0xf462ee63,swim_chairs,,0x6a2dcfd5,1,11354640.bmd@30
0xb09926a3,rodent,,0x3e9c2d4a,1,11815040.bmd@0
0x1e6f24f1,trophy_banners,,0x4243eeb1,1,11818848.bmd@26
0x2e05241d,caged_clock,,0x4243eeb1,1,11818848.bmd@20
0x42030e8f,podium,,0x4243eeb1,1,11818848.bmd@25
0x489bb376,drying_rack,,0x4243eeb1,1,11818848.bmd@19
0xb8a76a24,trampoline,,0x4243eeb1,1,11818848.bmd@27
0xdf64591a,parallel_bars,,0x4243eeb1,1,11818848.bmd@24
0xf21a9314,pommel_horse,,0x4243eeb1,1,11818848.bmd@21
0x539dc935,,,0x194c16b1,1,11907728.bmd@47
0xfb9d4ed9,pickup_keyboard,,0xc32438c4,1,13021632.bmd@7
0xb81d42e3,pickup_tray,,0xe75f20a4,1,13572780.bmd@9
